n,m,d,p,Ridge R^2,Lasso R^2
5,4,0,5,0.9953705306965486,0.9716888335386006
5,4,1,5,0.9957549501917263,0.9759391090437911
5,4,2,6,0.9990823693336033,0.9820980790332781
5,4,3,7,0.9991270272722167,0.986383290511045
5,4,4,8,0.99921855262359,0.9843985139918909
5,4,5,9,0.9991365359379709,0.9851095600178306
5,4,6,10,0.9993753185334613,0.9871024744693561
5,4,7,11,0.9945847803883433,0.9840648513193879
5,4,8,12,0.9933622971529051,0.9795138260096001
5,4,9,13,0.9940158210433889,0.9643302547424965
5,5,0,5,0.9965281111966293,0.9787575276083025
5,5,1,6,0.9991138791723178,0.985511176204599
5,5,2,7,0.9991061953089445,0.985476961727448
5,5,3,8,0.9993136144134703,0.985550856890085
5,5,4,9,0.999243431142805,0.984977380863472
5,5,5,10,0.9993261647182405,0.9877768728682635
5,5,6,11,0.9994116341239352,0.9900558467502336
5,5,7,12,0.9951883765132107,0.9859693114314954
5,5,8,13,0.9920901585932568,0.9783881760016933
5,5,9,14,0.9944558999924878,0.9692468561492653
5,6,0,6,0.999180545600639,0.9851071543858412
5,6,1,7,0.9992165551260844,0.9866155185368604
5,6,2,8,0.9993807194645477,0.988185254395272
5,6,3,9,0.9993290552270057,0.9860202658903229
5,6,4,10,0.9993193395065512,0.9868858523832753
5,6,5,11,0.9992705478656086,0.9878154939664333
5,6,6,12,0.9993105072883575,0.9871617850574745
5,6,7,13,0.9963603172065412,0.9868496816908034
5,6,8,14,0.9928141210310415,0.9765775810420985
5,6,9,15,0.9926221905562481,0.9679700405010192
5,7,0,7,0.9990114091203118,0.983635723334261
5,7,1,8,0.9993397868349191,0.9876043834710584
5,7,2,9,0.9992413435278307,0.9847050049787536
5,7,3,10,0.9993294971746799,0.9881030321133114
5,7,4,11,0.9993215493978763,0.9883610922000097
5,7,5,12,0.9993112791861761,0.9878821603000797
5,7,6,13,0.9994009518570335,0.9887895961249857
5,7,7,14,0.9948446137104598,0.9875176752178274
5,7,8,15,0.9937156067005769,0.9818542480432491
5,7,9,16,0.9943023092992169,0.9691598079501806
5,8,0,8,0.9993245406571957,0.9868407930138591
5,8,1,9,0.9992730440713707,0.9882239797660887
5,8,2,10,0.9993548664993914,0.9877348014330569
5,8,3,11,0.9992737796803615,0.9866453603403702
5,8,4,12,0.9993621193932571,0.9887588913318737
5,8,5,13,0.9993239704600819,0.987749556088985
5,8,6,14,0.9993301652535493,0.9885513805241478
5,8,7,15,0.9947074972714562,0.9886987541869336
5,8,8,16,0.9940659282006359,0.9765429710095095
5,8,9,17,0.994162119435127,0.9666904935982253
5,9,0,9,0.999257816972687,0.9871740906556301
5,9,1,10,0.9992553080671324,0.9866072678989247
5,9,2,11,0.9992732156090887,0.9862628104761108
5,9,3,12,0.9993990513183043,0.987656581228382
5,9,4,13,0.9993622529222272,0.9878089699008854
5,9,5,14,0.999362698225922,0.9897080130972661
5,9,6,15,0.9993367380548743,0.989603410049346
5,9,7,16,0.9954931482339584,0.9880927372801619
5,9,8,17,0.994369900627979,0.9757755840715563
5,9,9,18,0.9943138068150393,0.9706146628838129
6,0,0,6,0.9939450580900246,0.9682720758583644
6,0,1,6,0.9949446080930341,0.9692265129589572
6,0,2,6,0.9934046192736931,0.9616454634017947
6,0,3,6,0.9947402396013468,0.9704612876339808
6,0,4,6,0.9942534074933278,0.9712574166345299
6,0,5,6,0.9963157730834782,0.981122165471372
6,0,6,6,0.9991343861194034,0.987962534721401
6,0,7,7,0.9944323712213949,0.9894852670064443
6,0,8,8,0.9937862256166305,0.9759297227730166
6,0,9,9,0.9935290274503553,0.9671051602121084
6,1,0,6,0.9948493217618034,0.9742786364892482
6,1,1,6,0.995576242799568,0.9721230891572531
6,1,2,6,0.994405645799782,0.9699171530852844
6,1,3,6,0.9955486778904685,0.9718669906951012
6,1,4,6,0.9956260694984963,0.978304130229013
6,1,5,6,0.9991676768347012,0.9888819636113314
6,1,6,7,0.9993616522665513,0.9896312149487897
6,1,7,8,0.9946047365087057,0.9888299537338453
6,1,8,9,0.9916497221599342,0.9782877334776927
6,1,9,10,0.9937020633582403,0.9658332329421824
6,2,0,6,0.9942069976387335,0.9767792322757688
6,2,1,6,0.994455244487135,0.9752780686269819
6,2,2,6,0.9950777411890755,0.9718820168330699
6,2,3,6,0.9962376687035274,0.9773096253652569
6,2,4,6,0.9990189285707021,0.9869577498957666
6,2,5,7,0.9994685986775727,0.9916961715100581
6,2,6,8,0.999335083493662,0.9904186775321226
6,2,7,9,0.9960791600893711,0.9902071115700622
6,2,8,10,0.9935944971382422,0.9797463719931503
6,2,9,11,0.9949262490836215,0.9644732621593581
6,3,0,6,0.9953988638125334,0.9745275493923427
6,3,1,6,0.9947084320282188,0.9722570900035556
6,3,2,6,0.9963283122359099,0.9795136078910752
6,3,3,6,0.9991698257952675,0.9866427749813159
6,3,4,7,0.9993316751712973,0.9910103941947906
6,3,5,8,0.9993940823939722,0.9917382874269413
6,3,6,9,0.9994109472633395,0.9924332545039877
6,3,7,10,0.9961948585838531,0.9888567606548553
6,3,8,11,0.9931945650081575,0.977048143262825
6,3,9,12,0.9927782903707599,0.9627595812126034
6,4,0,6,0.9946867838382584,0.9738837034319037
6,4,1,6,0.996077976931741,0.9761166154739116
6,4,2,6,0.9990235609402075,0.9871335278906347
6,4,3,7,0.9995051051379561,0.9919272318337314
6,4,4,8,0.9993389457447579,0.990677979587157
6,4,5,9,0.9993630972675009,0.9915024594161341
6,4,6,10,0.9994579835381961,0.9921814942335911
6,4,7,11,0.996277766796897,0.9892440427529903
6,4,8,12,0.9944217892083823,0.9814620387743531
6,4,9,13,0.9938319749114292,0.9687717811051255
6,5,0,6,0.9956655434714655,0.9784574384401523
6,5,1,6,0.9993218567164531,0.9902903241170894
6,5,2,7,0.9994295184125707,0.9921451820553193
6,5,3,8,0.9993383323094894,0.990214963807564
6,5,4,9,0.9994871609463896,0.9917683129488224
6,5,5,10,0.999379278096828,0.9912108233012649
6,5,6,11,0.9994464089489358,0.9912016795837277
6,5,7,12,0.9960700952550173,0.9893440839701252
6,5,8,13,0.9938325326231661,0.9816345660288505
6,5,9,14,0.9944102128082801,0.9728105384371697
6,6,0,6,0.9990730824972702,0.9888550586039847
6,6,1,7,0.9994409074772987,0.9926603434786714
6,6,2,8,0.9993741721227863,0.9913185562729756
6,6,3,9,0.9994950756837933,0.9910551102120597
6,6,4,10,0.9994299621107166,0.9902935950369809
6,6,5,11,0.9994540288134657,0.9922234590145653
6,6,6,12,0.9995704859797245,0.9925836967511964
6,6,7,13,0.9953235762839532,0.9890392593419207
6,6,8,14,0.9953277794758222,0.9788232091961052
6,6,9,15,0.9935899130116105,0.9651573557156324
6,7,0,7,0.999389786005199,0.9911555127838112
6,7,1,8,0.9993953825524824,0.9917620004048804
6,7,2,9,0.9993028777651841,0.9907884863528046
6,7,3,10,0.9994306129293657,0.9910988588165811
6,7,4,11,0.9994491371087822,0.9923624312056222
6,7,5,12,0.9995354049302039,0.9924894305830653
6,7,6,13,0.9995592223071579,0.9929986280841614
6,7,7,14,0.9952025985406528,0.9903195341696743
6,7,8,15,0.9923222799030389,0.9781397203025729
6,7,9,16,0.9942344251712313,0.973714100651636
6,8,0,8,0.999312773797948,0.9920684072589483
6,8,1,9,0.9994822695069328,0.9918374786187025
6,8,2,10,0.9994608154573154,0.9923971690825582
6,8,3,11,0.9995281974168844,0.9916879516156079
6,8,4,12,0.9995117271417879,0.9928176611317236
6,8,5,13,0.9995265241672024,0.9909984815709929
6,8,6,14,0.9994629361928162,0.9908843660640043
6,8,7,15,0.9948447240211904,0.9899250781442714
6,8,8,16,0.9931852554023826,0.9796961209005143
6,8,9,17,0.9937335998754426,0.9676790839696415
6,9,0,9,0.9994461950673775,0.992416626663807
6,9,1,10,0.9994352086413375,0.9923697996791249
6,9,2,11,0.9994118200503099,0.9924343555611215
6,9,3,12,0.9995111022868387,0.9924581816921694
6,9,4,13,0.9994943731361331,0.9911400724950253
6,9,5,14,0.9995749039906748,0.9933785949691314
6,9,6,15,0.9995713380676198,0.992177628258657
6,9,7,16,0.9954563519532041,0.9906756665280972
6,9,8,17,0.994849455965298,0.9837537755695296
6,9,9,18,0.9942897524062769,0.9665288309300941
7,0,0,7,0.9944511911376663,0.974700313061781
7,0,1,7,0.9946213489485325,0.9732367608953938
7,0,2,7,0.9948918248047921,0.9711283978731229
7,0,3,7,0.994828279758533,0.9723058945574319
7,0,4,7,0.9948434282454438,0.974672111866345
7,0,5,7,0.9962844074295563,0.9786604492202603
7,0,6,7,0.9993421740043988,0.9911557214413831
7,0,7,7,0.9952231022473673,0.9916378020718221
7,0,8,8,0.9926344241741982,0.9790394606800734
7,0,9,9,0.9949380761664578,0.9672707877653806
7,1,0,7,0.9942518254368167,0.9725392767006316
7,1,1,7,0.994398759282338,0.9714573085796887
7,1,2,7,0.9949146881358271,0.9677873831657716
7,1,3,7,0.9949226527471834,0.9734888845863009
7,1,4,7,0.9962547068835302,0.9765154028332185
7,1,5,7,0.9990235453105559,0.9872846407541559
7,1,6,7,0.9994124259667839,0.994622572107272
7,1,7,8,0.9965475627310764,0.9942452070582027
7,1,8,9,0.9940713605475384,0.9765351137072418
7,1,9,10,0.9943064969939343,0.9664617864552065
7,2,0,7,0.9940054755470114,0.96954066254204
7,2,1,7,0.9949262065593183,0.9704420128815876
7,2,2,7,0.9960949978520298,0.9765627767162154
7,2,3,7,0.9966130069773302,0.9798346325883547
7,2,4,7,0.9991335077360799,0.989151068516507
7,2,5,7,0.9994068203171079,0.9952643258212164
7,2,6,8,0.9994800546336349,0.9967072036407864
7,2,7,9,0.9945477156416771,0.9916308774406578
7,2,8,10,0.9933943311764641,0.9778429798714519
7,2,9,11,0.9932371141473229,0.9678765486529223
7,3,0,7,0.9937635050488133,0.9674672838773147
7,3,1,7,0.9953036602173035,0.9774547588688113
7,3,2,7,0.9966090031384506,0.9808465809437986
7,3,3,7,0.9991884743414309,0.9891614631344468
7,3,4,7,0.9993741802739741,0.9944176378715402
7,3,5,8,0.9993668672938866,0.9961669700573211
7,3,6,9,0.9993379150077119,0.9960444447193124
7,3,7,10,0.9953304516048112,0.9928514903043609
7,3,8,11,0.9935427016734178,0.9771891985012642
7,3,9,12,0.9948443681187464,0.9707839525337961
7,4,0,7,0.9958914591221535,0.9780829194371269
7,4,1,7,0.9958898909006008,0.9775926588972993
7,4,2,7,0.9991859104877647,0.9899945353564154
7,4,3,7,0.9994082192751166,0.9954905284268912
7,4,4,8,0.9994781585510301,0.9963889977996734
7,4,5,9,0.9994468767940679,0.9961673936201084
7,4,6,10,0.9993994206712051,0.996563973074106
7,4,7,11,0.9950882687412553,0.9921905231908923
7,4,8,12,0.9935994059300294,0.9803347270630628
7,4,9,13,0.9939073177407872,0.9640079230555295
7,5,0,7,0.9961511281251669,0.980400881660345
7,5,1,7,0.9992062422424165,0.9901114208017113
7,5,2,7,0.999371639672154,0.9944049522578188
7,5,3,8,0.999424559521285,0.9961463700196594
7,5,4,9,0.9994603406280514,0.9962174796211161
7,5,5,10,0.9994925395848401,0.9961465614773054
7,5,6,11,0.9995057632620342,0.996294021834645
7,5,7,12,0.9948425211239603,0.992344357132823
7,5,8,13,0.9941207747488184,0.9794001513879861
7,5,9,14,0.9944751944283251,0.9655444030370284
7,6,0,7,0.9992577782581634,0.9910556102490099
7,6,1,7,0.9994239467418593,0.9950187924991829
7,6,2,8,0.9995054544078803,0.9962795261828817
7,6,3,9,0.9993816538629711,0.9957638170315863
7,6,4,10,0.9994854019482244,0.9965091344548721
7,6,5,11,0.9994114708945014,0.9962312192115507
7,6,6,12,0.9995045661720078,0.9959867594936005
7,6,7,13,0.9945550354854117,0.9922942922540812
7,6,8,14,0.9937874389920162,0.9800646427002606
7,6,9,15,0.9937169191492153,0.968087541950647
7,7,0,7,0.9993522147657047,0.9949729796379201
7,7,1,8,0.9994632435586808,0.9962234025121258
7,7,2,9,0.999437642216366,0.9965283712230484
7,7,3,10,0.9994639479264527,0.9963898456668894
7,7,4,11,0.9994752000415508,0.9965533695413599
7,7,5,12,0.9994037659354343,0.9957572898970107
7,7,6,13,0.9996054240142976,0.9954344518872126
7,7,7,14,0.9938522620414407,0.9917572834741923
7,7,8,15,0.9948190890315718,0.9798968945556775
7,7,9,16,0.9936970261284871,0.9681366997951757
7,8,0,8,0.9994218821710761,0.9964885877318117
7,8,1,9,0.9994203178911975,0.9964041695022903
7,8,2,10,0.9994296835290748,0.9965887774199881
7,8,3,11,0.9995856287442957,0.9969938933415707
7,8,4,12,0.9995462275000363,0.9964617101946482
7,8,5,13,0.9995308757274726,0.9959408088164301
7,8,6,14,0.9995943446271485,0.9956261257109262
7,8,7,15,0.99536371124962,0.9930360291067842
7,8,8,16,0.9938510427198306,0.9764448018323986
7,8,9,17,0.9946446716257146,0.9700863004975037
7,9,0,9,0.9994359216342696,0.9965013418442087
7,9,1,10,0.9994749914994219,0.9967332097466468
7,9,2,11,0.9994745577738371,0.996630032969386
7,9,3,12,0.9994972092509116,0.9958809938370856
7,9,4,13,0.9995593683660897,0.9962198876414751
7,9,5,14,0.9996611486772365,0.9967723588798512
7,9,6,15,0.9996340165354077,0.9963210733650529
7,9,7,16,0.9955110590101958,0.9925862095763567
7,9,8,17,0.9941164609191047,0.9779088506317215
7,9,9,18,0.9943602371346495,0.9653499563759715
8,0,0,8,0.9949146531982005,0.9693729788000904
8,0,1,8,0.9951050916358967,0.9744030005667073
8,0,2,8,0.9951702599411395,0.9729760581965853
8,0,3,8,0.9947963873100523,0.9656229168286175
8,0,4,8,0.9951435436902101,0.9755024155351985
8,0,5,8,0.9968805130051377,0.9793982200618011
8,0,6,8,0.9992565444721141,0.9898510218850894
8,0,7,8,0.9961317980474338,0.9926273736589641
8,0,8,8,0.9929576671128468,0.975968746055257
8,0,9,9,0.9937211572858062,0.9627671858745388
8,1,0,8,0.9945115435839591,0.9723654548774985
8,1,1,8,0.9954723513047525,0.9760311585015231
8,1,2,8,0.9954735884737597,0.9698431264811779
8,1,3,8,0.9950524203625063,0.9729176167309492
8,1,4,8,0.996431564068279,0.9786120511456315
8,1,5,8,0.9990828372304,0.9889535027594002
8,1,6,8,0.999460987706298,0.994593276195025
8,1,7,8,0.9953579615639608,0.9927731635280033
8,1,8,9,0.9936781157987581,0.977731475660091
8,1,9,10,0.9942104505968459,0.9660968413362006
8,2,0,8,0.9946923994374269,0.9731985155353986
8,2,1,8,0.9949256334961954,0.976236968389171
8,2,2,8,0.9948627607587752,0.9731282937204921
8,2,3,8,0.9953911024115659,0.976662885320921
8,2,4,8,0.9991870906762396,0.9897295949216302
8,2,5,8,0.9994241389970996,0.9949626049696734
8,2,6,8,0.9994869030756305,0.9961647374371625
8,2,7,9,0.9935763377177623,0.9914494060117361
8,2,8,10,0.9956808318145779,0.9782864421315378
8,2,9,11,0.9946401525300393,0.9683345652828589
8,3,0,8,0.9946192289361294,0.9704681119154267
8,3,1,8,0.9957458275260961,0.9775671247597102
8,3,2,8,0.9958713724617976,0.9798865498889613
8,3,3,8,0.9992283784229051,0.9901289605518074
8,3,4,8,0.9993861860060385,0.9946985237792914
8,3,5,8,0.9994459240897365,0.9964365002159316
8,3,6,9,0.9993588502840469,0.9958361749100991
8,3,7,10,0.9971214655667071,0.9944018430742928
8,3,8,11,0.9931982459867377,0.9776358914285813
8,3,9,12,0.9935122310706589,0.9629239504105421
8,4,0,8,0.9946317552495786,0.9711410022375753
8,4,1,8,0.9964862722775161,0.980127570191562
8,4,2,8,0.9990744395093798,0.9893392333648001
8,4,3,8,0.999433200386983,0.9953145937249347
8,4,4,8,0.9994739718041662,0.9965401888802197
8,4,5,9,0.9995076818192462,0.9965198476787631
8,4,6,10,0.999425749811958,0.996601846234639
8,4,7,11,0.9949169402743917,0.9920815625875713
8,4,8,12,0.9933160714963248,0.9781844678916594
8,4,9,13,0.9937287245581563,0.9642692543687317
8,5,0,8,0.9962886337323801,0.9787267372522219
8,5,1,8,0.9991678111848328,0.9899053426643946
8,5,2,8,0.9994770782036904,0.9948638343752507
8,5,3,8,0.9993883454261985,0.9959311213418077
8,5,4,9,0.9994011713179548,0.9960317606408418
8,5,5,10,0.9994887278977221,0.9960109904392556
8,5,6,11,0.9994529418826369,0.9963803703654015
8,5,7,12,0.995418982232428,0.9930154620448848
8,5,8,13,0.9937604997036852,0.9807658893222488
8,5,9,14,0.9947050491670807,0.9633272142817062
8,6,0,8,0.9990760374163238,0.9893099082516111
8,6,1,8,0.9994241968820563,0.9948774886563485
8,6,2,8,0.9994864720767318,0.9965075595242329
8,6,3,9,0.9995007176339946,0.9966988730894717
8,6,4,10,0.9994162330342296,0.9958509713280566
8,6,5,11,0.9994839104875859,0.9960888877526016
8,6,6,12,0.9995295638324061,0.9965917089732993
8,6,7,13,0.9953013773648509,0.9932595977383699
8,6,8,14,0.9931546563642575,0.9776976621930088
8,6,9,15,0.9926232342120742,0.967939830039873
8,7,0,8,0.999376188564295,0.9946407417133001
8,7,1,8,0.9994120486072096,0.9968427220836991
8,7,2,9,0.9994306690228826,0.9960339008553661
8,7,3,10,0.9994810619811494,0.9962810128642645
8,7,4,11,0.9995231760695341,0.9962934242603029
8,7,5,12,0.9995486412547799,0.9965445391994185
8,7,6,13,0.999603766480444,0.9969741975656307
8,7,7,14,0.9954972983536794,0.9932717939230229
8,7,8,15,0.9924787957330908,0.9795988107495397
8,7,9,16,0.992848083072275,0.9591201047228257
8,8,0,8,0.9994138491774428,0.9963199724235511
8,8,1,9,0.9994301935981248,0.9962598881907109
8,8,2,10,0.9994241219887479,0.9963762128821417
8,8,3,11,0.9995004692850351,0.9966869574572335
8,8,4,12,0.9995487215933029,0.996699654542527
8,8,5,13,0.9996288449838155,0.9965847528642336
8,8,6,14,0.9996749504015541,0.9967611855615361
8,8,7,15,0.9959872869912103,0.9932551200887645
8,8,8,16,0.9934298285745131,0.9798370179099758
8,8,9,17,0.9955110677208611,0.9727777321042239
8,9,0,9,0.9994740037402357,0.9971267775808524
8,9,1,10,0.9994741744329994,0.9967102127904791
8,9,2,11,0.9994083514865924,0.9954655233817825
8,9,3,12,0.9995387784581851,0.9962285788798171
8,9,4,13,0.9996119215275717,0.9965562617510014
8,9,5,14,0.9995713200309602,0.99618276052161
8,9,6,15,0.9996688495514119,0.9965238276343663
8,9,7,16,0.9954632698688821,0.9928913993120653
8,9,8,17,0.9935149546876508,0.9797230887254231
8,9,9,18,0.9943278117627903,0.9673628388945023
9,0,0,9,0.9942961976263189,0.9737675154463109
9,0,1,9,0.9942588529581058,0.9730291614080799
9,0,2,9,0.9950498843103694,0.9760086730181659
9,0,3,9,0.9954947316780081,0.9752181374649123
9,0,4,9,0.9953019160321506,0.9783876285533986
9,0,5,9,0.9964125604345561,0.975953891431124
9,0,6,9,0.9991585783269379,0.989025277020258
9,0,7,9,0.9951824286362052,0.9919574108995753
9,0,8,9,0.9936648758649158,0.982495693263993
9,0,9,9,0.9928499241009792,0.9731076599160484
9,1,0,9,0.9951159213255235,0.9745830891085517
9,1,1,9,0.9949451697028409,0.9771406681422605
9,1,2,9,0.9948851981030352,0.9752942448473726
9,1,3,9,0.9956018318466283,0.9786218982420611
9,1,4,9,0.9962022981195563,0.9772305513181908
9,1,5,9,0.9990853191462452,0.9894476476308379
9,1,6,9,0.9994479608374166,0.9945953605577594
9,1,7,9,0.9961002793511758,0.9936834228464689
9,1,8,9,0.99424809976501,0.9762061243067252
9,1,9,10,0.9933280876165507,0.9728135752785269
9,2,0,9,0.9935657058690737,0.9746901312199634
9,2,1,9,0.9954297515935325,0.9804959025397778
9,2,2,9,0.9956759601518996,0.9813919807249787
9,2,3,9,0.996664979433083,0.9792324856670692
9,2,4,9,0.9991214557493303,0.9905500754343883
9,2,5,9,0.9994122112515328,0.994526940218326
9,2,6,9,0.9994640681672494,0.9961289884767978
9,2,7,9,0.9952526404087892,0.9926966421055412
9,2,8,10,0.9924758663106573,0.9797107018699223
9,2,9,11,0.9942998421439391,0.9754793370754614
9,3,0,9,0.9954403957340262,0.9765974324818065
9,3,1,9,0.9950236642955536,0.9760269950143554
9,3,2,9,0.9962395354709037,0.9787124310691372
9,3,3,9,0.9992044462392459,0.9890960430870276
9,3,4,9,0.9993697402898001,0.9932431461145415
9,3,5,9,0.9994378318519568,0.9970712281963415
9,3,6,9,0.9994320482711633,0.9962902625107135
9,3,7,10,0.9952182685055061,0.9929512741912669
9,3,8,11,0.9925030917049129,0.9758500361224706
9,3,9,12,0.995158352292022,0.9729483681252798
9,4,0,9,0.9960795042147315,0.981820379865599
9,4,1,9,0.9962571089617898,0.9795690904519128
9,4,2,9,0.9991822273597679,0.9894200993722282
9,4,3,9,0.999367005465658,0.9949819275032921
9,4,4,9,0.9994875345936834,0.9965502450095226
9,4,5,9,0.9995380748464581,0.9968378576406212
9,4,6,10,0.9994838011808757,0.9966753400830431
9,4,7,11,0.9950374774883366,0.9925424122568623
9,4,8,12,0.993009830624927,0.9795863191643133
9,4,9,13,0.9943084586696158,0.9702921131523079
9,5,0,9,0.9966325184691915,0.97887136442473
9,5,1,9,0.9992149059647747,0.9903757021386905
9,5,2,9,0.9994036638915601,0.9943000360871662
9,5,3,9,0.9994680675669135,0.9958999863316449
9,5,4,9,0.999415108209426,0.9959579625188901
9,5,5,10,0.9994413930972331,0.9963204906179443
9,5,6,11,0.9994887144905944,0.9960417888870089
9,5,7,12,0.9951086310030118,0.9925438016926733
9,5,8,13,0.99252499410799,0.9783343166578495
9,5,9,14,0.993250777581255,0.9714774873560829
9,6,0,9,0.9991133897452977,0.9887317169067421
9,6,1,9,0.9993742012558287,0.9946662464864052
9,6,2,9,0.9995200260276355,0.9967615535821268
9,6,3,9,0.9994956439978423,0.9963158332879949
9,6,4,10,0.9994771074876382,0.9967146632212586
9,6,5,11,0.9994560358054247,0.9963165640072267
9,6,6,12,0.9995627864723204,0.9966001564954995
9,6,7,13,0.9965097110155766,0.9937075786514622
9,6,8,14,0.9938592139972041,0.9791311485096085
9,6,9,15,0.9948661551211734,0.9729719777456901
9,7,0,9,0.9994143574954705,0.9939631587628778
9,7,1,9,0.9993753851923458,0.9965757850984116
9,7,2,9,0.9994353327084458,0.9967153919093861
9,7,3,10,0.999503963840311,0.9964255711201218
9,7,4,11,0.9994813121944556,0.9963150366130292
9,7,5,12,0.9995763466259164,0.996901748893209
9,7,6,13,0.9995867460954843,0.9960081243369109
9,7,7,14,0.9955416532375356,0.9927941014272267
9,7,8,15,0.9949108582339226,0.9809318312773453
9,7,9,16,0.9946421358913229,0.9704879223515036
9,8,0,9,0.99949429848887,0.9961370940441373
9,8,1,9,0.9994259492973661,0.9965357818089624
9,8,2,10,0.9994600745362848,0.9963849487377825
9,8,3,11,0.9995090033698936,0.9964375333195912
9,8,4,12,0.9995613131940574,0.9959878384718106
9,8,5,13,0.999664004651523,0.996460038322948
9,8,6,14,0.9996328769881463,0.9965660455830084
9,8,7,15,0.9954448175929045,0.9934032203498734
9,8,8,16,0.9929709433267944,0.9771985691932225
9,8,9,17,0.9949262289180146,0.9696979893105828
9,9,0,9,0.9994544392990569,0.996445242160642
9,9,1,10,0.9994747283255384,0.9964339435240017
9,9,2,11,0.9995261410453774,0.9965076357436939
9,9,3,12,0.9995762395838256,0.9965783212813367
9,9,4,13,0.9996589185941831,0.9963046625585364
9,9,5,14,0.9996356189887246,0.9962451593818955
9,9,6,15,0.999620945946572,0.9966546822061315
9,9,7,16,0.9957362159164227,0.9931879300926001
9,9,8,17,0.9945771994165223,0.9768696355808703
9,9,9,18,0.9941649805931561,0.9705254006375542
